wtps
9.00
16.00
23.00
0.00
21.00
3.00
22.00
3.00
11.00
0.00
12.00
6.00
21.00
0.00
86.00
0.00
22.00
0.00
12.00
1.00
11.00
6.00
20.00
2.00
12.00
0.00
22.00
0.00
12.00
17.00
11.00
2.00
26.00
0.00
11.00
0.00
22.00
0.00
14.00
0.00
12.00
18.00
12.00
10.00
11.00
28.00
26.00
0.00
10.00
0.00
11.00
6.00
13.00
9.00
11.00
0.00
23.00
0.00
11.00
0.00
28.00
4.00
27.00
8.00
10.00
0.00
25.00
0.00
10.00
0.00
10.00
8.00
11.00
9.00
10.00
0.00
34.00
0.00
11.00
1.00
11.00
4.00
16.00
9.00
11.00
0.00
23.00
0.00
11.00
0.00
11.00
42.00
15.00
0.00
19.00
2.00
21.00
0.00
11.00
1.00
12.00
0.00
17.00
0.00
21.00
0.00
36.00
0.00
11.00
2.00
12.00
0.00
17.00
0.00
19.00
0.00
23.00
0.00
23.00
0.00
13.00
0.00
56.00
0.00
21.00
0.00
26.00
0.00
12.00
0.00
11.00
0.00
18.00
2.00
12.00
9.00
23.00
33.00
11.00
1.00
9.00
6.00
10.00
2.00
12.00
9.00
23.00
0.00
11.00
0.00
11.00
6.00
45.00
2.00
12.00
9.00
25.00
0.00
10.00
1.00
10.00
6.00
13.00
0.00
10.00
8.00
24.00
0.00
18.00
0.00
10.00
8.00
13.00
0.00
11.00
9.00
24.00
0.00
10.00
0.00
24.00
6.00
22.00
37.00
11.00
9.00
22.00
3.00
8.00
8.00
10.78
