CPU,%user
4,3.03
5,100.00
6,0.00
7,0.00
8,100.00
9,0.00
10,100.00
11,0.00
all,34.08
0,1.00
1,100.00
2,1.00
3,1.98
4,1.98
5,100.00
6,1.01
7,0.00
8,100.00
9,0.00
10,100.00
11,1.98
all,34.17
0,3.03
1,71.00
2,0.00
3,2.00
4,0.00
5,98.00
6,1.00
7,30.30
8,100.00
9,1.00
10,100.00
11,2.04
all,33.64
0,1.00
1,99.01
2,1.00
3,0.98
4,1.94
5,0.00
6,0.00
7,0.00
8,100.00
9,0.99
10,100.00
11,99.01
all,34.63
0,1.00
1,100.00
2,1.00
3,4.95
4,43.43
5,39.60
6,2.94
7,3.92
8,100.00
9,1.98
10,58.59
11,61.00
all,33.70
0,1.98
1,3.03
2,0.00
3,0.00
4,100.00
5,100.00
6,0.00
7,96.97
8,100.00
9,1.00
10,0.00
11,1.00
all,35.09
0,0.00
1,1.01
2,11.22
3,2.02
4,2.97
5,100.00
6,1.00
7,100.00
8,99.01
9,2.97
10,98.99
11,1.00
all,34.03
0,0.99
1,0.00
2,68.69
3,0.00
4,0.00
5,15.00
6,0.00
7,100.00
8,35.64
9,2.02
10,100.00
11,85.15
all,34.22
0,1.01
1,16.83
2,100.00
3,2.00
4,2.97
5,36.00
6,3.00
7,82.52
8,1.00
9,0.99
10,100.00
11,63.64
all,33.67
0,0.99
1,100.00
2,99.01
3,0.00
4,0.00
5,100.00
6,0.00
7,1.00
8,0.00
9,1.00
10,100.00
11,0.99
all,34.56
0,1.01
1,100.00
2,13.86
3,3.03
4,0.00
5,98.00
6,6.00
7,1.00
8,87.00
9,1.00
10,100.00
11,3.00
all,34.25
0,1.98
1,100.00
2,35.35
3,0.99
4,2.94
5,0.99
6,1.98
7,0.00
8,65.66
9,3.03
10,100.00
11,100.00
all,34.25
0,1.98
1,100.00
2,100.00
3,0.00
4,2.00
5,2.04
6,1.00
7,1.00
8,0.99
9,1.98
10,100.00
11,100.00
all,33.58
0,0.00
1,20.00
2,100.00
3,0.99
4,1.00
5,0.00
6,0.00
7,80.81
8,0.00
9,0.00
10,100.00
11,100.00
all,34.20
0,0.99
1,0.00
2,100.00
3,0.00
4,1.98
5,3.03
6,1.01
7,100.00
8,1.00
9,2.02
10,99.01
11,100.00
all,33.86
0,0.00
1,0.00
2,24.75
3,0.00
4,1.98
5,0.99
6,1.98
7,100.00
8,76.00
9,1.00
10,100.00
11,100.00
all,34.25
0,1.00
1,87.88
2,26.26
3,1.00
4,1.01
5,4.90
6,1.98
7,13.00
8,74.00
9,1.00
10,100.00
11,100.00
all,33.69
0,0.99
1,100.00
2,100.00
3,1.00
4,1.00
5,0.00
6,0.99
7,0.99
8,0.00
9,0.00
10,100.00
11,100.00
all,34.00
0,0.00
1,100.00
2,100.00
3,0.00
4,2.00
5,3.03
6,1.01
7,0.00
8,0.00
9,1.00
10,100.00
11,100.00
all,33.86
0,0.00
1,100.00
2,100.00
3,0.99
4,1.98
5,0.00
6,1.00
7,1.00
8,1.00
9,0.00
10,100.00
11,100.00
all,33.89
0,1.01
1,100.00
2,100.00
3,0.99
4,0.99
5,42.16
6,2.00
7,1.00
8,0.00
9,0.99
10,100.00
11,57.43
all,33.72
0,0.99
1,43.00
2,100.00
3,0.00
4,1.01
5,58.00
6,1.00
7,57.00
8,0.00
9,1.00
10,100.00
11,42.86
all,34.11
0,3.03
1,0.99
2,100.00
3,1.00
4,1.98
5,100.00
6,1.01
7,100.00
8,0.00
9,0.99
10,100.00
11,1.00
all,33.64
0,1.00
1,0.00
2,100.00
3,0.00
4,23.00
5,100.00
6,0.00
7,100.00
8,1.00
9,0.00
10,77.23
11,0.99
all,34.25
0,2.97
1,78.43
2,100.00
3,0.99
4,100.00
5,87.13
6,3.00
7,21.00
8,1.98
9,1.98
10,0.00
11,13.13
all,33.67
0,0.98
1,100.00
2,100.00
3,1.00
4,100.00
5,0.00
6,1.00
7,0.00
8,0.00
9,1.00
10,0.99
11,100.00
all,33.89
0,0.00
1,100.00
2,100.00
3,0.00
4,12.87
5,23.47
6,3.03
7,1.00
8,0.99
9,1.00
10,87.88
11,76.00
all,33.86
0,0.99
1,16.16
2,100.00
3,0.99
4,39.00
5,100.00
6,0.00
7,84.00
8,0.00
9,1.00
10,62.00
11,1.00
all,34.42
0,1.01
1,0.99
2,47.52
3,4.04
4,99.01
5,93.00
6,1.98
7,100.00
8,52.53
9,3.03
10,1.98
11,7.07
all,34.45
0,1.00
1,70.71
2,1.00
3,1.01
4,100.00
5,0.99
6,4.04
7,30.00
8,100.00
9,4.90
10,0.00
11,100.00
all,33.94
0,0.99
1,100.00
2,0.00
3,0.00
4,100.00
5,40.00
6,0.00
7,0.00
8,100.00
9,1.98
10,1.98
11,63.00
all,33.75
0,0.00
1,88.00
2,0.00
3,0.00
4,100.00
5,100.00
6,0.99
7,11.88
8,100.00
9,2.00
10,1.98
11,0.99
all,37.99
0,10.89
1,32.67
2,7.92
3,5.00
4,100.00
5,74.00
6,6.12
7,75.00
8,7.92
9,97.00
10,7.00
11,32.67
all,33.78
0,1.00
1,100.00
2,1.00
3,35.64
4,100.00
5,1.01
6,0.99
7,0.00
8,1.00
9,64.00
10,1.96
11,99.01
all,34.14
0,1.01
1,14.85
2,2.02
3,100.00
4,25.00
5,0.00
6,2.04
7,86.00
8,1.01
9,1.00
10,75.76
11,100.00
all,33.75
0,1.01
1,94.00
2,0.00
3,9.00
4,41.00
5,1.00
6,0.00
7,7.00
8,1.00
9,92.00
10,59.41
11,100.00
all,34.28
0,3.03
1,21.21
2,1.01
3,1.00
4,0.00
5,21.43
6,2.00
7,80.00
8,1.98
9,100.00
10,99.01
11,79.00
all,34.42
0,2.02
1,86.00
2,6.12
3,57.43
4,0.00
5,100.00
6,1.00
7,14.00
8,1.00
9,43.00
10,100.00
11,1.00
all,34.36
0,4.95
1,29.70
2,1.01
3,100.00
4,2.94
5,68.32
6,0.00
7,72.00
8,1.01
9,0.00
10,100.00
11,32.00
all,33.70
0,1.00
1,100.00
2,0.00
3,14.14
4,0.00
5,0.00
6,1.01
7,1.00
8,0.00
9,86.00
10,100.00
11,100.00
all,40.20
0,8.91
1,100.00
2,8.74
3,9.00
4,11.00
5,47.00
6,12.00
7,11.00
8,12.87
9,100.00
10,100.00
11,63.64
all,33.95
0,0.00
1,100.00
2,1.01
3,1.96
4,0.00
5,48.48
6,1.02
7,0.00
8,1.01
9,100.00
10,100.00
11,52.00
all,33.80
0,0.98
1,100.00
2,0.98
3,1.98
4,0.00
5,0.99
6,0.99
7,1.00
8,1.00
9,100.00
10,100.00
11,100.00
all,33.72
0,1.00
1,100.00
2,0.00
3,2.02
4,0.00
5,0.00
6,0.99
7,0.00
8,0.99
9,100.00
10,100.00
11,100.00
all,33.78
0,1.00
1,100.00
2,1.00
3,0.99
4,1.00
5,0.00
6,0.00
7,0.99
8,0.00
9,100.00
10,100.00
11,100.00
all,33.83
0,1.00
1,100.00
2,1.01
3,1.00
4,0.00
5,0.00
6,3.00
7,0.00
8,0.00
9,99.01
10,100.00
11,100.00
all,34.26
0,1.01
1,100.00
