CPU,%user
3,100.00
4,90.10
5,2.94
6,100.00
7,99.01
8,49.50
9,100.00
10,16.83
11,100.00
all,67.81
0,100.00
1,30.00
2,100.00
3,100.00
4,3.03
5,6.06
6,100.00
7,71.00
8,1.02
9,100.00
10,100.00
11,100.00
all,70.03
0,100.00
1,11.00
2,100.00
3,100.00
4,9.00
5,10.00
6,100.00
7,100.00
8,11.00
9,100.00
10,100.00
11,100.00
all,68.09
0,100.00
1,32.99
2,100.00
3,100.00
4,4.04
5,2.04
6,100.00
7,71.00
8,2.06
9,100.00
10,100.00
11,100.00
all,68.56
0,100.00
1,96.04
2,48.48
3,100.00
4,6.19
5,28.28
6,100.00
7,10.00
8,55.00
9,100.00
10,100.00
11,76.00
all,74.75
0,100.00
1,7.14
2,7.00
3,100.00
4,72.00
5,82.83
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,26.26
all,69.14
0,100.00
1,6.00
2,8.91
3,100.00
4,19.00
5,7.07
6,100.00
7,100.00
8,100.00
9,100.00
10,89.00
11,100.00
all,66.89
0,100.00
1,68.32
2,1.01
3,100.00
4,99.00
5,1.00
6,99.01
7,32.32
8,100.00
9,100.00
10,1.98
11,99.01
all,69.09
0,99.01
1,94.00
2,6.00
3,100.00
4,48.48
5,9.18
6,100.00
7,10.00
8,100.00
9,100.00
10,60.61
11,100.00
all,67.17
0,100.00
1,100.00
2,1.00
3,100.00
4,3.00
5,2.94
6,100.00
7,0.00
8,100.00
9,100.00
10,100.00
11,100.00
all,67.55
0,100.00
1,100.00
2,3.96
3,100.00
4,2.00
5,2.00
6,100.00
7,4.00
8,99.01
9,100.00
10,100.00
11,100.00
all,67.25
0,100.00
1,100.00
2,1.98
3,100.00
4,1.01
5,17.00
6,100.00
7,3.00
8,100.00
9,100.00
10,99.01
11,84.85
all,68.36
0,100.00
1,100.00
2,100.00
3,100.00
4,4.95
5,6.93
6,100.00
7,5.00
8,4.12
9,100.00
10,100.00
11,99.00
all,67.42
0,100.00
1,9.09
2,100.00
3,100.00
4,51.00
5,13.13
6,100.00
7,92.93
8,3.00
9,100.00
10,51.00
11,88.00
all,67.47
0,100.00
1,5.05
2,100.00
3,100.00
4,67.33
5,100.00
6,100.00
7,100.00
8,0.00
9,100.00
10,32.65
11,2.00
all,67.11
0,100.00
1,1.00
2,100.00
3,100.00
4,1.00
5,81.82
6,100.00
7,100.00
8,1.02
9,100.00
10,100.00
11,19.19
all,69.83
0,100.00
1,94.00
2,100.00
3,100.00
4,11.88
5,100.00
6,100.00
7,12.75
8,11.88
9,100.00
10,100.00
11,9.09
all,67.22
0,100.00
1,48.51
2,56.86
3,100.00
4,1.98
5,100.00
6,100.00
7,53.06
8,45.00
9,100.00
10,100.00
11,2.00
all,67.58
0,100.00
1,4.08
2,2.02
3,99.01
4,3.00
5,100.00
6,100.00
7,100.00
8,100.00
9,99.01
10,100.00
11,1.98
all,68.86
0,100.00
1,16.83
2,7.22
3,100.00
4,5.94
5,100.00
6,100.00
7,89.11
8,100.00
9,100.00
10,100.00
11,7.92
all,67.61
0,100.00
1,10.00
2,1.98
3,100.00
4,32.00
5,100.00
6,99.01
7,91.09
8,100.00
9,100.00
10,74.51
11,3.96
all,67.31
0,100.00
1,3.00
2,1.01
3,100.00
4,68.32
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,32.65
11,0.00
all,69.42
0,100.00
1,5.05
2,7.07
3,100.00
4,100.00
5,33.33
6,100.00
7,100.00
8,100.00
9,100.00
10,9.90
11,76.77
all,67.20
0,100.00
1,0.00
2,6.06
3,100.00
4,100.00
5,2.00
6,100.00
7,100.00
8,95.05
9,100.00
10,2.00
11,100.00
all,67.28
0,100.00
1,3.03
2,100.00
3,100.00
4,100.00
5,17.00
6,100.00
7,100.00
8,1.01
9,100.00
10,1.00
11,84.16
all,67.17
0,100.00
1,1.01
2,100.00
3,100.00
4,24.00
5,63.64
6,100.00
7,100.00
8,1.00
9,100.00
10,77.78
11,38.00
all,69.06
0,100.00
1,5.10
2,100.00
3,100.00
4,39.00
5,47.47
6,99.00
7,100.00
8,8.00
9,100.00
10,67.00
11,61.62
all,67.14
0,100.00
1,0.00
2,100.00
3,100.00
4,2.02
5,1.00
6,100.00
7,100.00
8,1.00
9,100.00
10,100.00
11,100.00
all,68.53
0,100.00
1,25.74
2,100.00
3,100.00
4,4.04
5,5.94
6,100.00
7,83.84
8,3.96
9,100.00
10,100.00
11,100.00
all,67.03
0,99.01
1,100.00
2,30.00
3,100.00
4,0.99
5,59.00
6,100.00
7,0.99
8,72.45
9,43.00
10,100.00
11,100.00
all,67.64
0,100.00
1,100.00
2,14.14
3,100.00
4,2.04
5,100.00
6,100.00
7,2.02
8,86.14
9,5.00
10,100.00
11,100.00
all,67.47
0,100.00
1,1.01
2,100.00
3,100.00
4,2.97
5,100.00
6,100.00
7,100.00
8,2.02
9,1.03
10,100.00
11,100.00
all,67.66
0,100.00
1,2.97
2,58.42
3,100.00
4,6.00
5,100.00
6,100.00
7,100.00
8,44.55
9,1.00
10,100.00
11,100.00
all,67.08
0,100.00
1,0.99
2,14.00
3,100.00
4,1.98
5,100.00
6,100.00
7,100.00
8,87.13
9,2.00
10,100.00
11,100.00
all,67.64
0,100.00
1,3.03
2,18.37
3,100.00
4,14.14
5,100.00
6,99.00
7,100.00
8,83.84
9,2.97
10,89.00
11,100.00
all,67.03
0,100.00
1,10.20
2,27.72
3,100.00
4,1.01
5,100.00
6,99.01
7,90.00
8,74.00
9,0.00
10,100.00
11,100.00
all,69.42
0,100.00
1,100.00
2,5.00
3,100.00
4,52.53
5,100.00
6,100.00
7,7.07
8,99.01
9,15.00
10,54.00
11,100.00
all,69.51
0,100.00
1,62.00
2,8.16
3,100.00
4,28.71
5,100.00
6,100.00
7,44.44
8,100.00
9,7.07
10,82.00
11,100.00
all,67.75
0,99.01
1,14.00
2,64.65
3,99.01
4,4.04
5,99.01
6,100.00
7,88.00
8,40.40
9,3.96
10,100.00
11,100.00
all,66.92
0,100.00
1,73.27
2,10.68
3,100.00
4,1.98
5,100.00
6,100.00
7,28.00
8,90.00
9,1.01
10,100.00
11,100.00
all,67.59
0,100.00
1,100.00
2,21.43
3,59.41
4,6.00
5,100.00
6,100.00
7,1.00
8,80.81
9,41.41
10,100.00
11,100.00
all,67.19
0,100.00
1,100.00
2,47.47
3,1.98
4,3.00
5,100.00
6,100.00
7,1.00
8,53.47
9,100.00
10,100.00
11,100.00
all,67.59
0,100.00
1,99.01
2,4.04
3,2.02
4,1.00
5,100.00
6,100.00
7,4.00
8,100.00
9,100.00
10,100.00
11,100.00
all,69.56
0,100.00
1,100.00
2,6.00
3,82.83
4,9.90
5,100.00
6,99.01
7,9.09
8,100.00
9,27.27
10,100.00
11,100.00
all,68.93
0,100.00
1,100.00
2,17.35
3,20.41
4,20.20
5,100.00
6,100.00
7,4.04
8,87.13
9,88.89
10,86.00
11,100.00
all,67.03
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,100.00
6,100.00
7,1.98
8,1.01
9,2.97
10,0.99
11,99.01
all,67.73
0,100.00
1,100.00
2,100.00
3,16.16
4,94.00
5,100.00
6,100.00
7,2.00
8,2.00
9,86.87
10,11.11
11,100.00
all,66.97
0,100.00
1,100.00
2,22.22
3,16.00
4,60.00
5,100.00
6,100.00
7,0.00
8,80.00
9,83.33
10,40.00
11,100.00
all,67.78
0,100.00
1,100.00
2,3.06
3,57.00
4,25.00
5,100.00
6,100.00
7,1.01
8,100.00
9,45.00
10,80.81
11,100.00
all,66.97
0,100.00
1,100.00
2,0.99
3,100.00
4,14.71
5,100.00
6,99.01
7,0.00
8,100.00
9,0.00
10,88.00
11,100.00
all,68.52
0,99.01
1,100.00
2,14.71
3,51.00
4,18.18
5,100.00
6,100.00
7,2.97
8,100.00
9,55.00
10,82.18
11,100.00
all,67.53
0,100.00
1,5.10
2,2.02
3,13.13
4,90.00
5,100.00
6,100.00
7,96.00
8,100.00
9,90.00
10,12.00
11,100.00
all,67.67
0,100.00
1,31.31
2,67.68
3,100.00
4,2.00
5,100.00
6,100.00
7,74.00
8,35.00
9,1.01
10,100.00
11,100.00
all,67.36
0,100.00
1,1.02
2,100.00
3,99.01
4,3.03
5,100.00
6,100.00
7,100.00
8,1.01
9,1.98
10,100.00
11,100.00
all,67.44
0,100.00
1,2.97
2,100.00
3,100.00
4,1.98
5,100.00
6,100.00
7,99.01
8,4.00
9,1.02
10,100.00
11,100.00
all,67.17
0,100.00
1,0.00
2,37.00
3,100.00
4,0.00
5,100.00
6,100.00
7,100.00
8,64.65
9,1.01
10,100.00
11,100.00
all,67.67
0,100.00
1,61.39
2,47.47
3,100.00
4,5.00
5,100.00
6,100.00
7,42.42
8,54.55
9,1.00
10,100.00
11,100.00
all,67.17
0,100.00
1,3.03
2,64.00
3,100.00
4,0.00
5,100.00
6,100.00
7,98.00
8,37.25
9,2.00
10,100.00
11,100.00
all,67.64
0,100.00
1,77.23
2,71.00
3,100.00
4,2.02
5,100.00
6,100.00
7,23.23
8,33.66
9,3.03
10,100.00
11,100.00
all,66.81
0,100.00
1,100.00
2,47.06
3,99.01
4,1.98
5,100.00
6,100.00
7,0.00
8,53.54
9,0.00
10,100.00
11,100.00
all,67.72
0,28.28
1,99.00
2,58.00
3,86.00
4,6.06
5,99.01
6,82.00
7,91.00
8,45.00
9,17.00
10,100.00
11,100.00
all,67.22
0,100.00
1,100.00
2,29.00
3,50.51
4,2.94
5,100.00
6,2.02
7,100.00
8,71.00
9,51.52
10,100.00
11,100.00
all,68.03
0,100.00
1,100.00
2,5.05
3,100.00
4,4.04
5,100.00
6,2.02
7,100.00
8,100.00
9,3.96
10,100.00
11,100.00
all,67.73
0,98.99
1,100.00
2,30.30
3,100.00
4,2.04
5,100.00
6,3.03
7,100.00
8,75.00
9,2.00
10,99.01
11,100.00
all,67.86
0,46.00
1,100.00
2,100.00
3,100.00
4,2.00
5,100.00
6,59.60
7,100.00
8,2.00
9,4.08
10,100.00
11,99.01
all,67.78
0,100.00
1,100.00
2,57.43
3,100.00
4,3.03
5,100.00
6,1.00
7,100.00
8,43.43
9,8.00
10,100.00
11,100.00
all,67.47
0,98.02
1,100.00
2,100.00
3,20.00
4,65.66
5,100.00
6,3.03
7,100.00
8,3.96
9,82.00
10,36.36
11,100.00
all,67.14
0,62.00
1,100.00
2,57.58
3,1.01
4,100.00
5,100.00
6,39.00
7,100.00
8,44.00
9,100.00
10,1.98
11,100.00
all,72.73
0,65.31
1,100.00
2,100.00
3,20.39
4,100.00
5,100.00
6,52.00
7,100.00
8,15.84
9,100.00
10,21.21
11,100.00
all,68.87
0,98.02
1,100.00
2,83.00
3,4.12
4,46.08
5,100.00
6,5.10
7,99.01
8,23.23
9,100.00
10,64.29
11,100.00
all,68.69
0,83.84
1,70.71
2,50.50
3,11.76
4,5.94
5,100.00
6,8.00
7,100.00
8,100.00
9,95.10
10,100.00
11,100.00
all,67.59
0,99.00
1,18.18
2,99.01
3,47.52
4,1.02
5,100.00
6,3.00
7,85.00
8,100.00
9,56.12
10,100.00
11,100.00
all,68.20
0,94.00
1,51.00
2,100.00
3,5.05
4,23.00
5,100.00
6,8.08
7,52.04
8,100.00
9,100.00
10,83.84
11,100.00
all,67.11
0,58.00
1,2.02
2,100.00
3,0.99
4,24.00
5,100.00
6,43.43
7,100.00
8,100.00
9,100.00
10,77.00
11,100.00
all,67.36
0,49.50
1,4.00
2,100.00
3,1.01
4,62.63
5,100.00
6,51.00
7,100.00
8,100.00
9,100.00
10,39.39
11,100.00
all,67.19
0,9.09
1,56.00
2,100.00
3,2.97
4,48.00
5,100.00
6,92.08
7,45.00
8,100.00
9,100.00
10,53.00
11,100.00
all,67.61
0,100.00
1,100.00
2,100.00
3,78.79
4,31.00
5,100.00
6,1.01
7,4.95
8,100.00
9,23.00
10,72.55
11,100.00
all,67.06
0,90.91
1,100.00
2,100.00
3,100.00
4,0.98
5,100.00
6,11.00
7,2.02
8,100.00
9,1.00
10,100.00
11,100.00
all,67.22
0,80.20
1,99.01
2,100.00
3,100.00
4,0.00
5,100.00
6,20.00
7,3.00
8,99.00
9,3.00
10,100.00
11,100.00
all,71.61
0,99.01
1,100.00
2,100.00
3,100.00
4,15.00
5,100.00
6,17.00
7,17.82
8,100.00
9,13.00
10,100.00
11,98.00
all,67.22
0,78.00
1,100.00
2,100.00
3,46.53
4,84.85
5,100.00
6,23.23
7,0.00
8,100.00
9,54.55
10,18.00
11,100.00
all,67.53
0,100.00
1,100.00
2,100.00
3,1.02
4,100.00
5,99.01
6,1.01
7,6.00
8,100.00
9,100.00
10,1.02
11,99.01
all,67.17
0,65.00
1,100.00
2,100.00
3,1.01
4,100.00
5,100.00
6,37.00
7,1.00
8,100.00
9,100.00
10,1.98
11,100.00
all,69.15
0,95.00
1,100.00
2,100.00
3,18.18
4,13.13
5,100.00
6,9.18
7,7.07
8,100.00
9,89.11
10,95.00
11,100.00
all,67.34
0,20.20
1,99.01
2,100.00
3,100.00
4,2.00
5,100.00
6,82.00
7,0.00
8,100.00
9,2.02
10,100.00
11,100.00
all,67.33
0,51.00
1,100.00
2,100.00
3,100.00
4,1.98
5,100.00
6,50.00
7,4.00
8,100.00
9,1.01
10,100.00
11,100.00
all,66.92
0,1.00
1,100.00
2,100.00
3,25.49
4,96.00
5,100.00
6,98.02
7,3.00
8,100.00
9,76.77
10,3.96
11,100.00
all,67.78
0,40.20
1,100.00
2,100.00
3,2.04
4,100.00
5,100.00
6,61.00
7,5.00
8,100.00
9,100.00
10,3.06
11,100.00
all,67.28
0,2.00
1,100.00
2,100.00
3,62.00
4,100.00
5,100.00
6,100.00
7,1.01
8,100.00
9,39.00
10,3.00
11,100.00
all,68.68
0,92.00
1,25.25
2,100.00
3,100.00
4,25.25
5,100.00
6,16.33
7,78.00
8,100.00
9,8.00
10,77.55
11,100.00
all,66.97
0,56.00
1,1.00
2,100.00
3,100.00
4,2.00
5,100.00
6,44.00
7,100.00
8,100.00
9,1.00
10,100.00
11,100.00
all,67.78
0,100.00
1,4.04
2,100.00
3,100.00
4,2.97
5,100.00
6,3.03
7,100.00
8,100.00
9,2.02
10,100.00
11,100.00
all,67.61
0,64.00
1,1.02
2,99.01
3,100.00
4,2.02
5,100.00
6,40.00
7,100.00
8,100.00
9,3.00
10,100.00
11,100.00
all,67.36
0,100.00
1,3.00
2,100.00
3,11.76
4,92.00
5,100.00
6,1.01
7,100.00
8,100.00
9,92.93
10,8.91
11,100.00
all,67.03
0,35.00
1,1.00
2,100.00
3,1.00
4,73.00
5,100.00
6,65.00
7,100.00
8,100.00
9,100.00
10,29.29
11,100.00
all,67.22
0,78.79
1,58.59
2,100.00
3,4.00
4,62.00
5,100.00
6,23.00
7,41.18
8,100.00
9,100.00
10,39.39
11,100.00
all,67.25
0,98.02
1,100.00
2,100.00
3,1.01
4,100.00
5,100.00
6,3.96
7,1.02
8,100.00
9,100.00
10,1.98
11,100.00
all,67.05
0,69.00
1,91.09
2,100.00
3,27.27
4,76.24
5,100.00
6,31.68
7,9.80
8,100.00
9,73.27
10,27.72
11,100.00
all,66.89
0,0.00
1,99.00
2,100.00
3,100.00
4,2.00
5,100.00
6,100.00
7,1.00
8,100.00
9,1.94
10,100.00
11,100.00
all,67.89
0,76.77
1,100.00
2,100.00
3,100.00
4,23.23
5,100.00
6,27.00
7,6.00
8,100.00
9,2.02
10,78.79
11,100.00
all,66.89
0,100.00
1,100.00
2,100.00
3,100.00
4,62.38
5,100.00
6,0.00
7,1.98
8,99.01
9,1.00
10,39.00
11,99.01
all,67.53
0,81.00
1,67.00
2,100.00
3,100.00
4,19.61
5,100.00
6,20.79
7,36.36
8,100.00
9,4.04
10,82.00
11,100.00
all,67.11
0,46.00
1,33.33
2,100.00
3,100.00
4,1.01
5,100.00
6,54.00
7,67.68
8,100.00
9,2.97
10,100.00
11,100.00
all,68.89
0,89.00
1,100.00
2,100.00
3,100.00
4,13.86
5,99.01
6,14.29
7,4.90
8,100.00
9,6.93
10,100.00
11,100.00
all,67.20
0,98.02
1,100.00
2,100.00
3,59.60
4,1.00
5,100.00
6,3.03
7,2.00
8,100.00
9,41.41
10,100.00
11,100.00
all,67.75
0,100.00
1,97.00
2,100.00
3,3.96
4,3.00
5,100.00
6,1.01
7,8.08
8,100.00
9,100.00
10,99.01
11,100.00
all,67.25
0,54.00
1,100.00
2,100.00
3,1.01
4,68.00
5,100.00
6,46.46
7,2.02
8,100.00
9,100.00
10,34.00
11,100.00
all,67.39
0,92.00
1,100.00
2,100.00
3,3.96
4,44.55
5,100.00
6,9.90
7,2.00
8,100.00
9,100.00
10,58.42
11,99.01
all,67.17
0,77.78
1,100.00
2,100.00
3,0.00
4,79.00
5,100.00
6,22.77
7,3.00
8,100.00
9,100.00
10,23.00
11,100.00
all,67.50
0,100.00
1,100.00
2,100.00
3,0.99
4,97.00
5,100.00
6,2.00
7,2.97
8,100.00
9,100.00
10,7.07
11,100.00
all,67.73
0,92.08
1,100.00
2,100.00
3,3.00
4,94.00
5,100.00
6,11.11
7,2.04
8,100.00
9,100.00
10,8.08
11,100.00
all,67.64
0,100.00
1,22.77
2,100.00
3,2.02
4,40.00
5,100.00
6,1.02
7,80.20
8,100.00
9,100.00
10,64.00
11,100.00
all,67.03
0,100.00
1,94.00
2,100.00
3,1.00
4,74.26
5,100.00
6,1.02
7,6.93
8,100.00
9,100.00
10,26.26
11,100.00
all,69.00
0,99.01
1,99.01
2,100.00
3,11.88
4,13.27
5,100.00
6,98.02
7,6.19
8,100.00
9,97.00
10,94.06
11,6.00
all,66.97
0,100.00
1,100.00
2,99.01
3,46.46
4,1.01
5,100.00
6,99.01
7,0.99
8,100.00
9,55.56
10,100.00
11,1.00
all,67.70
0,100.00
1,100.00
2,100.00
3,2.02
4,1.98
5,100.00
6,100.00
7,6.12
8,100.00
9,100.00
10,99.01
11,1.01
all,67.22
0,100.00
1,100.00
2,100.00
3,1.00
4,5.00
5,33.33
6,100.00
7,1.01
8,100.00
9,100.00
10,96.97
11,68.69
all,68.06
0,100.00
1,100.00
2,100.00
3,25.00
4,100.00
5,21.00
6,100.00
7,4.04
8,100.00
9,82.00
10,2.02
11,81.19
all,66.86
0,100.00
1,100.00
2,100.00
3,99.01
4,100.00
5,100.00
6,100.00
7,1.01
8,100.00
9,0.00
10,0.00
11,2.00
all,67.42
0,100.00
1,100.00
2,100.00
3,100.00
4,33.33
5,100.00
6,100.00
7,2.00
8,100.00
9,2.91
10,69.00
11,3.03
all,67.17
0,100.00
1,100.00
2,100.00
3,100.00
4,0.99
5,99.01
6,100.00
7,2.97
8,100.00
9,2.02
10,100.00
11,1.01
all,67.89
0,100.00
1,83.00
2,100.00
3,100.00
4,2.02
5,64.00
6,100.00
7,19.80
8,100.00
9,5.05
10,100.00
11,40.00
all,69.15
0,100.00
1,17.17
2,34.34
3,94.00
4,87.88
5,9.00
6,100.00
7,79.00
8,91.18
9,15.31
10,100.00
11,100.00
all,67.89
0,100.00
1,2.04
2,50.00
3,2.02
4,100.00
5,3.03
6,99.01
7,100.00
8,55.56
9,100.00
10,100.00
11,100.00
all,67.22
0,100.00
1,1.01
2,5.00
3,97.00
4,100.00
5,1.01
6,100.00
7,100.00
8,96.97
9,5.00
10,100.00
11,100.00
all,67.64
0,100.00
1,71.00
2,1.98
3,100.00
4,100.00
5,3.00
6,100.00
7,33.00
8,100.00
9,3.96
10,100.00
11,100.00
all,67.17
0,100.00
1,100.00
2,1.98
3,100.00
4,100.00
5,1.00
6,100.00
7,1.01
8,100.00
9,2.00
10,100.00
11,100.00
all,67.56
0,100.00
1,76.00
2,1.01
3,100.00
4,100.00
5,19.00
6,100.00
7,26.00
8,100.00
9,4.00
10,100.00
11,84.00
all,67.33
0,100.00
1,52.53
2,33.00
3,100.00
4,100.00
5,7.07
6,100.00
7,49.00
8,69.31
9,2.00
10,100.00
11,94.06
all,67.53
0,100.00
1,19.00
2,48.00
3,100.00
4,100.00
5,62.00
6,100.00
7,85.00
8,54.00
9,2.00
10,100.00
11,40.40
all,66.86
0,100.00
1,99.01
2,0.00
3,100.00
4,100.00
5,100.00
6,100.00
7,0.98
8,100.00
9,1.01
10,100.00
11,1.00
all,68.47
0,100.00
1,75.00
2,10.20
3,100.00
4,100.00
5,100.00
6,99.01
7,28.57
8,100.00
9,4.90
10,100.00
11,3.96
all,67.94
0,100.00
1,100.00
2,7.84
3,100.00
4,100.00
5,70.59
6,100.00
7,2.02
8,100.00
9,3.00
10,99.01
11,32.65
all,67.87
0,100.00
1,100.00
2,3.06
3,100.00
4,100.00
5,100.00
6,100.00
7,5.05
8,100.00
9,3.03
10,100.00
11,1.00
all,67.23
0,99.01
1,23.47
2,76.00
3,100.00
4,100.00
5,100.00
6,100.00
7,77.78
8,25.25
9,1.02
10,100.00
11,0.00
all,67.44
0,100.00
1,7.92
2,50.98
3,99.01
4,100.00
5,98.99
6,100.00
7,95.00
8,52.53
9,2.00
10,100.00
11,4.90
all,66.94
0,100.00
1,100.00
2,1.96
3,100.00
4,99.01
5,30.69
6,100.00
7,0.99
8,100.00
9,2.00
10,100.00
11,70.71
all,71.38
0,100.00
1,47.47
2,16.33
3,100.00
4,100.00
5,83.00
6,32.00
7,65.00
8,97.03
9,17.31
10,100.00
11,99.01
all,67.39
0,87.00
1,1.01
2,100.00
3,100.00
4,100.00
5,99.01
6,15.31
7,100.00
8,2.00
9,1.02
10,100.00
11,100.00
all,67.67
0,100.00
1,7.00
2,99.01
3,100.00
4,100.00
5,100.00
6,2.94
7,100.00
8,1.02
9,1.01
10,100.00
11,100.00
all,68.06
0,72.28
1,81.00
2,64.36
3,100.00
4,100.00
5,100.00
6,31.63
7,25.00
8,38.00
9,3.03
10,100.00
11,100.00
all,67.56
0,80.81
1,100.00
2,1.02
3,100.00
4,100.00
5,100.00
6,24.75
7,2.00
8,100.00
9,0.00
10,100.00
11,100.00
all,67.25
0,99.00
1,100.00
2,1.96
3,100.00
4,100.00
5,100.00
6,3.03
7,2.00
8,100.00
9,1.01
10,100.00
11,100.00
all,67.64
0,54.55
1,23.00
2,5.00
3,100.00
4,100.00
5,100.00
6,46.00
7,81.00
8,100.00
9,2.97
10,100.00
11,100.00
all,67.25
0,100.00
1,94.00
2,31.68
3,100.00
4,100.00
5,100.00
6,2.97
7,8.00
8,70.00
9,1.98
10,100.00
11,100.00
all,67.36
0,100.00
1,100.00
2,100.00
3,58.42
4,100.00
5,100.00
6,1.01
7,1.01
8,1.00
9,45.45
10,100.00
11,100.00
all,67.17
0,100.00
1,100.00
2,100.00
3,8.08
4,100.00
5,100.00
6,1.00
7,2.97
8,2.00
9,92.00
10,100.00
11,100.00
all,67.58
0,100.00
1,100.00
2,100.00
3,63.00
4,100.00
5,100.00
6,0.99
7,4.95
8,3.03
9,39.39
10,100.00
11,100.00
all,67.42
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,100.00
6,2.02
7,3.03
8,1.00
9,2.00
10,100.00
11,100.00
all,66.89
0,100.00
1,99.01
