CPU,%user
0,100.00
1,100.00
2,100.00
3,100.00
4,99.00
5,97.03
6,99.01
7,100.00
8,99.00
9,100.00
10,100.00
11,98.00
all,99.67
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,100.00
6,99.00
7,100.00
8,100.00
9,100.00
10,99.00
11,98.00
all,99.33
0,100.00
1,100.00
2,100.00
3,98.04
4,99.00
5,100.00
6,99.01
7,100.00
8,99.00
9,99.01
10,100.00
11,98.00
all,99.42
0,99.01
1,100.00
2,99.01
3,100.00
4,97.98
5,98.00
6,100.00
7,100.00
8,100.00
9,100.00
10,99.01
11,100.00
all,99.33
0,100.00
1,99.00
2,100.00
3,100.00
4,98.00
5,98.99
6,98.02
7,100.00
8,99.01
9,100.00
10,99.00
11,100.00
all,99.67
0,100.00
1,100.00
2,100.00
3,100.00
4,99.00
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,97.98
11,99.01
all,99.50
0,100.00
1,99.00
2,100.00
3,100.00
4,99.01
5,98.04
6,100.00
7,100.00
8,100.00
9,100.00
10,99.00
11,99.00
all,99.75
0,100.00
1,100.00
2,100.00
3,100.00
4,97.98
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,99.00
11,100.00
all,99.33
0,100.00
1,99.00
2,100.00
3,100.00
4,98.00
5,100.00
6,100.00
7,99.00
8,98.00
9,100.00
10,99.01
11,99.00
all,99.67
0,100.00
1,100.00
2,100.00
3,100.00
4,99.00
5,100.00
6,99.00
7,99.00
8,100.00
9,100.00
10,100.00
11,99.00
all,99.00
0,100.00
1,99.00
2,100.00
3,99.00
4,100.00
5,100.00
6,97.00
7,99.00
8,100.00
9,100.00
10,96.04
11,98.00
all,95.74
0,96.96
1,96.11
2,94.87
3,94.55
4,96.02
5,94.58
6,94.06
7,95.40
8,95.98
9,97.83
10,96.80
11,95.75
