CPU,%user
7,100.00
8,99.00
9,100.00
10,98.00
11,99.01
all,99.42
0,99.01
1,99.00
2,100.00
3,100.00
4,100.00
5,100.00
6,98.02
7,99.00
8,98.02
9,100.00
10,100.00
11,100.00
all,99.58
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,100.00
6,99.00
7,100.00
8,97.98
9,99.01
10,100.00
11,99.00
all,99.75
0,98.02
1,100.00
2,100.00
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,99.00
11,100.00
all,99.25
0,99.00
1,99.00
2,99.01
3,100.00
4,100.00
5,99.00
6,100.00
7,99.00
8,97.06
9,100.00
10,99.00
11,100.00
all,99.42
0,98.00
1,100.00
2,100.00
3,98.00
4,98.99
5,99.01
6,100.00
7,100.00
8,100.00
9,100.00
10,98.99
11,100.00
all,99.17
0,97.98
1,100.00
2,100.00
3,99.01
4,99.00
5,100.00
6,99.01
7,98.00
8,100.00
9,100.00
10,99.00
11,98.02
all,99.17
0,98.02
1,99.00
2,100.00
3,99.00
4,99.01
5,100.00
6,100.00
7,99.01
8,100.00
9,100.00
10,97.03
11,99.00
all,99.67
0,100.00
1,99.00
2,100.00
3,98.99
4,100.00
5,100.00
6,100.00
7,100.00
8,99.01
9,100.00
10,99.00
11,100.00
all,99.58
0,99.00
1,99.00
2,99.00
3,100.00
4,100.00
5,100.00
6,99.01
7,100.00
8,100.00
9,99.00
10,100.00
11,100.00
all,99.83
0,100.00
1,100.00
2,100.00
3,99.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,99.00
10,100.00
11,100.00
all,99.42
0,99.00
1,98.02
2,99.01
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,97.00
10,100.00
11,100.00
all,99.25
0,100.00
1,99.00
2,100.00
3,100.00
4,98.00
5,100.00
6,99.00
7,100.00
8,99.01
9,97.03
10,99.00
11,100.00
all,99.42
0,100.00
1,99.01
2,99.01
3,99.00
4,100.00
5,98.99
6,100.00
7,99.01
8,100.00
9,97.98
10,100.00
11,100.00
all,99.25
0,100.00
1,100.00
2,100.00
3,97.06
4,98.04
5,100.00
6,100.00
7,99.00
8,100.00
9,98.02
10,99.00
11,100.00
all,99.92
0,99.01
1,100.00
2,100.00
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.17
0,99.00
1,100.00
2,100.00
3,100.00
4,99.00
5,97.03
6,99.01
7,99.01
8,100.00
9,100.00
10,98.00
11,99.00
all,99.33
0,99.00
1,100.00
2,100.00
3,99.00
4,100.00
5,100.00
6,99.00
7,96.04
8,100.00
9,99.00
10,100.00
11,100.00
all,99.25
0,100.00
1,96.04
2,100.00
3,100.00
4,100.00
5,99.01
6,99.01
7,98.00
8,100.00
9,100.00
10,99.01
11,100.00
all,99.75
0,100.00
1,98.00
2,100.00
3,100.00
4,100.00
5,100.00
6,100.00
7,99.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.42
0,97.06
1,99.00
2,99.01
3,100.00
4,100.00
5,100.00
6,100.00
7,98.99
8,100.00
9,100.00
10,99.00
11,100.00
all,99.67
0,99.00
1,99.00
2,100.00
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,99.01
9,99.01
10,100.00
11,100.00
all,99.25
0,99.00
1,97.03
2,100.00
3,100.00
4,100.00
5,100.00
6,99.00
7,98.02
8,100.00
9,99.00
10,100.00
11,99.01
all,99.75
0,100.00
1,100.00
2,100.00
3,100.00
4,98.00
5,100.00
6,100.00
7,100.00
8,100.00
9,99.00
10,100.00
11,100.00
all,99.42
0,100.00
1,99.00
2,100.00
3,100.00
4,99.00
5,99.00
6,100.00
7,99.00
8,100.00
9,99.00
10,99.01
11,99.01
all,99.50
0,100.00
1,99.00
2,100.00
3,98.02
4,100.00
5,98.99
6,100.00
7,99.00
8,100.00
9,99.01
10,100.00
11,100.00
all,99.50
0,99.00
1,100.00
2,100.00
3,100.00
4,100.00
5,99.00
6,99.01
7,98.99
8,99.00
9,100.00
10,99.00
11,100.00
all,99.00
0,99.00
1,97.00
2,100.00
3,100.00
4,99.00
5,97.06
6,100.00
7,100.00
8,99.00
9,99.00
10,98.02
11,100.00
all,99.00
0,98.00
1,100.00
2,100.00
3,98.00
4,100.00
5,97.00
6,99.01
7,99.00
8,100.00
9,99.01
10,100.00
11,98.00
all,99.67
0,99.01
1,100.00
2,100.00
3,98.99
4,100.00
5,100.00
6,100.00
7,99.01
8,100.00
9,98.99
10,100.00
11,100.00
all,99.42
0,99.00
1,100.00
2,100.00
3,99.00
4,100.00
5,100.00
6,100.00
7,100.00
8,99.01
9,99.00
10,100.00
11,97.03
all,99.75
0,100.00
1,100.00
2,100.00
3,99.01
4,100.00
5,100.00
6,99.00
7,100.00
8,100.00
9,99.00
10,100.00
11,100.00
all,99.08
0,100.00
1,99.00
2,99.00
3,99.00
4,98.04
5,99.00
6,100.00
7,100.00
8,99.00
9,98.00
10,100.00
11,97.98
all,99.75
0,99.00
1,100.00
2,100.00
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,99.01
10,100.00
11,99.00
all,99.50
0,99.01
1,100.00
2,100.00
3,100.00
4,100.00
5,98.02
6,100.00
7,100.00
8,99.01
9,99.00
10,99.01
11,100.00
all,99.50
0,100.00
1,99.01
2,100.00
3,100.00
4,100.00
5,99.00
6,99.01
7,99.01
8,100.00
9,100.00
10,100.00
11,98.02
all,99.50
0,100.00
1,98.99
2,100.00
3,100.00
4,100.00
5,99.00
6,100.00
7,97.00
8,100.00
9,100.00
10,100.00
11,99.00
all,99.25
0,100.00
1,99.00
2,100.00
3,100.00
4,98.00
5,99.00
6,100.00
7,98.99
8,99.01
9,100.00
10,100.00
11,97.00
all,99.42
0,99.00
1,100.00
2,98.02
3,100.00
4,100.00
5,100.00
6,100.00
7,99.01
8,99.00
9,99.00
10,100.00
11,98.99
all,99.50
0,100.00
1,100.00
2,99.00
3,100.00
4,99.00
5,100.00
6,99.01
7,100.00
8,100.00
9,99.01
10,99.00
11,99.00
all,99.50
0,100.00
1,99.00
2,100.00
3,98.00
4,98.00
5,99.01
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.58
0,100.00
1,100.00
2,100.00
3,99.00
4,100.00
5,100.00
6,99.00
7,100.00
8,100.00
9,100.00
10,100.00
11,97.09
all,99.25
0,99.01
1,98.00
2,100.00
3,99.01
4,100.00
5,99.00
6,100.00
7,100.00
8,98.00
9,98.99
10,98.99
11,100.00
all,99.67
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,100.00
6,100.00
7,99.01
8,100.00
9,98.04
10,99.01
11,100.00
all,99.42
0,98.00
1,100.00
2,100.00
3,99.00
4,99.01
5,99.01
6,99.00
7,99.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.42
0,100.00
1,100.00
2,100.00
3,98.00
4,99.00
5,99.00
6,100.00
7,100.00
8,99.00
9,99.00
10,100.00
11,99.00
all,99.42
0,98.00
1,99.01
2,99.00
3,99.00
4,100.00
5,100.00
6,100.00
7,100.00
8,99.00
9,99.00
10,100.00
11,100.00
all,99.50
0,98.00
1,100.00
2,100.00
3,99.01
4,99.01
5,100.00
6,99.00
7,100.00
8,100.00
9,100.00
10,100.00
11,99.00
all,99.58
0,99.00
1,100.00
2,100.00
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,99.01
9,98.00
10,100.00
11,99.00
all,99.42
0,98.00
1,100.00
2,100.00
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,99.00
10,97.00
11,99.00
all,99.17
0,97.03
1,99.00
2,100.00
3,100.00
4,100.00
5,100.00
6,98.02
7,100.00
8,100.00
9,99.00
10,98.00
11,99.00
all,99.83
0,99.00
1,100.00
2,100.00
3,100.00
4,99.00
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.75
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,100.00
6,99.01
7,100.00
8,100.00
9,98.99
10,99.00
11,100.00
all,99.33
0,100.00
1,99.00
2,99.01
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,98.00
10,96.04
11,100.00
all,99.58
0,97.03
1,100.00
2,99.01
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,99.01
10,100.00
11,100.00
all,99.33
0,98.99
1,100.00
2,100.00
3,100.00
4,99.00
5,100.00
6,99.00
7,99.01
8,99.01
9,99.00
10,99.00
11,99.01
all,99.42
0,99.00
1,100.00
2,100.00
3,97.98
4,98.02
5,100.00
6,100.00
7,100.00
8,100.00
9,99.00
10,99.00
11,100.00
all,99.08
0,96.00
1,100.00
2,99.00
3,99.01
4,99.00
5,100.00
6,100.00
7,100.00
8,100.00
9,99.00
10,98.02
11,98.99
all,99.67
0,99.01
1,100.00
2,100.00
3,100.00
4,100.00
5,99.01
6,99.00
7,100.00
8,100.00
9,100.00
10,99.00
11,100.00
all,99.25
0,100.00
1,100.00
2,100.00
3,100.00
4,98.00
5,98.00
6,100.00
7,100.00
8,99.01
9,99.00
10,98.00
11,99.01
all,99.67
0,100.00
1,100.00
2,100.00
3,100.00
4,99.00
5,100.00
6,99.01
7,100.00
8,100.00
9,100.00
10,97.98
11,100.00
all,99.00
0,99.00
1,99.01
2,100.00
3,100.00
4,98.00
5,99.00
6,97.98
7,98.02
8,99.00
9,99.00
10,99.00
11,100.00
all,99.25
0,97.03
1,97.00
2,99.00
3,100.00
4,99.01
5,100.00
6,100.00
7,100.00
8,100.00
9,99.01
10,100.00
11,100.00
all,99.17
0,99.00
1,96.00
2,99.00
3,100.00
4,100.00
5,99.00
6,100.00
7,99.00
8,100.00
9,100.00
10,98.02
11,100.00
all,99.50
0,99.00
1,98.02
2,100.00
3,100.00
4,100.00
5,99.00
6,100.00
7,98.99
8,100.00
9,100.00
10,99.00
11,100.00
all,99.50
0,100.00
1,97.98
2,99.00
3,100.00
4,100.00
5,98.00
6,100.00
7,100.00
8,99.01
9,100.00
10,100.00
11,100.00
all,99.25
0,100.00
1,99.01
2,100.00
3,100.00
4,97.03
5,98.00
6,100.00
7,98.00
8,100.00
9,99.00
10,100.00
11,100.00
all,99.25
0,100.00
1,100.00
2,100.00
3,100.00
4,98.02
5,98.02
6,99.01
7,98.02
8,100.00
9,99.00
10,100.00
11,99.01
all,99.50
0,99.00
1,97.03
2,99.01
3,100.00
4,98.99
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.67
0,98.04
1,100.00
2,99.00
3,100.00
4,100.00
5,100.00
6,100.00
7,99.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.67
0,100.00
1,100.00
2,99.00
3,99.01
4,100.00
5,100.00
6,100.00
7,100.00
8,99.01
9,99.01
10,100.00
11,100.00
all,99.33
0,100.00
1,100.00
2,98.00
3,97.00
4,99.01
5,100.00
6,99.01
7,100.00
8,100.00
9,100.00
10,99.01
11,100.00
all,99.67
0,99.01
1,100.00
2,99.00
3,100.00
4,99.00
5,100.00
6,100.00
7,100.00
8,100.00
9,99.00
10,100.00
11,100.00
all,99.33
0,99.00
1,100.00
2,98.99
3,99.00
4,100.00
5,99.01
6,100.00
7,99.01
8,100.00
9,98.99
10,98.02
11,100.00
all,99.58
0,100.00
1,100.00
2,99.00
3,100.00
4,99.00
5,100.00
6,100.00
7,100.00
8,100.00
9,98.02
10,99.00
11,100.00
all,99.75
0,100.00
1,100.00
2,99.01
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,99.01
10,98.99
11,100.00
all,99.58
0,99.00
1,100.00
2,100.00
3,100.00
4,98.02
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,99.00
11,99.01
all,98.84
0,97.03
1,100.00
2,98.00
3,98.02
4,98.99
5,99.01
6,99.01
7,99.01
8,100.00
9,99.00
10,99.00
11,99.00
all,99.50
0,100.00
1,98.02
2,100.00
3,100.00
4,98.00
5,99.00
6,100.00
7,100.00
8,99.00
9,100.00
10,100.00
11,100.00
all,99.50
0,99.00
1,100.00
2,100.00
3,99.00
4,98.00
5,99.00
6,100.00
7,100.00
8,100.00
9,100.00
10,99.00
11,100.00
all,99.67
0,100.00
1,100.00
2,100.00
3,100.00
4,99.00
5,100.00
6,100.00
7,98.00
8,99.00
9,100.00
10,100.00
11,100.00
all,99.75
0,100.00
1,99.00
2,100.00
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,99.01
9,100.00
10,99.01
11,100.00
all,99.50
0,99.00
1,99.00
2,100.00
3,100.00
4,100.00
5,99.01
6,98.02
7,100.00
8,99.00
9,100.00
10,100.00
11,100.00
all,99.50
0,98.02
1,100.00
2,100.00
3,100.00
4,99.01
5,98.02
6,100.00
7,100.00
8,100.00
9,100.00
10,99.00
11,100.00
all,99.92
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,98.99
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.09
0,100.00
1,100.00
2,99.01
3,100.00
4,98.00
5,99.01
6,99.01
7,96.08
8,99.00
9,99.01
10,100.00
11,100.00
all,99.83
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,98.99
6,100.00
7,99.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.42
0,99.00
1,99.01
2,100.00
3,100.00
4,99.00
5,97.98
6,100.00
7,97.98
8,100.00
9,100.00
10,100.00
11,100.00
all,99.67
0,99.00
1,100.00
2,100.00
3,100.00
4,100.00
5,98.02
6,100.00
7,99.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.67
0,99.00
1,100.00
2,99.00
3,100.00
4,100.00
5,100.00
6,100.00
7,99.01
8,100.00
9,99.00
10,100.00
11,100.00
all,99.08
0,99.00
1,100.00
2,98.02
3,99.01
4,94.06
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,99.00
11,100.00
all,99.25
0,98.02
1,98.02
2,98.99
3,100.00
4,99.00
5,99.01
6,99.00
7,100.00
8,99.01
9,100.00
10,100.00
11,100.00
all,99.50
0,98.99
1,100.00
2,100.00
3,100.00
4,100.00
5,100.00
6,100.00
7,97.00
8,100.00
9,98.00
10,100.00
11,100.00
all,99.17
0,99.00
1,99.01
2,99.00
3,99.00
4,100.00
5,99.00
6,97.06
7,99.00
8,100.00
9,100.00
10,99.01
11,100.00
all,99.58
0,98.00
1,100.00
2,99.01
3,99.01
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,99.01
11,100.00
all,99.42
0,99.00
1,97.00
2,100.00
3,100.00
4,99.01
5,100.00
6,99.01
7,100.00
8,100.00
9,100.00
10,100.00
11,99.01
all,99.41
0,98.99
1,98.99
2,100.00
3,98.99
4,98.02
5,100.00
6,98.99
7,99.01
8,100.00
9,100.00
10,100.00
11,100.00
all,99.42
0,98.02
1,97.06
2,99.00
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,99.00
11,100.00
all,99.25
0,98.02
1,98.99
2,100.00
3,98.00
4,100.00
5,99.01
6,100.00
7,100.00
8,100.00
9,99.01
10,99.01
11,99.00
all,99.42
0,100.00
1,98.02
2,99.00
3,98.99
4,99.00
5,100.00
6,99.00
7,100.00
8,100.00
9,100.00
10,100.00
11,99.00
all,99.58
0,100.00
1,100.00
2,100.00
3,98.02
4,99.00
5,100.00
6,99.01
7,100.00
8,100.00
9,100.00
10,100.00
11,99.01
all,99.42
0,99.01
1,98.02
2,99.00
3,99.00
4,98.99
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,99.00
11,100.00
all,99.00
0,100.00
1,99.00
2,97.03
3,98.00
4,99.01
5,99.00
6,100.00
7,99.01
8,98.02
9,100.00
10,100.00
11,99.01
all,99.83
0,100.00
1,100.00
2,98.99
3,99.01
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.58
0,100.00
1,99.00
2,98.00
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,98.02
all,99.58
0,100.00
1,100.00
2,97.00
3,99.01
4,100.00
5,99.00
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.50
0,99.01
1,99.00
2,99.00
3,100.00
4,99.00
5,100.00
6,100.00
7,100.00
8,99.01
9,99.01
10,100.00
11,100.00
all,99.42
0,100.00
1,98.02
2,100.00
3,97.00
4,100.00
5,99.00
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,99.01
all,99.25
0,100.00
1,100.00
2,100.00
3,99.01
4,100.00
5,100.00
6,99.00
7,99.00
8,99.00
9,100.00
10,96.12
11,98.99
all,99.83
0,100.00
1,100.00
2,100.00
3,98.00
4,100.00
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.75
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,99.01
6,100.00
7,100.00
8,100.00
9,100.00
10,98.00
11,100.00
all,99.50
0,100.00
1,98.04
2,99.01
3,100.00
4,100.00
5,100.00
6,100.00
7,100.00
8,97.03
9,100.00
10,100.00
11,100.00
all,99.25
0,99.01
1,100.00
2,98.02
3,100.00
4,100.00
5,99.01
6,99.01
7,99.01
8,100.00
9,99.01
10,99.00
11,99.00
all,99.58
0,100.00
1,100.00
2,99.00
3,100.00
4,100.00
5,100.00
6,99.01
7,100.00
8,98.02
9,99.00
10,100.00
11,100.00
all,99.50
0,100.00
1,100.00
2,100.00
3,97.03
4,100.00
5,99.00
6,100.00
7,100.00
8,99.00
9,100.00
10,100.00
11,99.01
all,99.83
0,100.00
1,100.00
2,100.00
3,100.00
4,98.02
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.25
0,100.00
1,97.06
2,98.00
3,100.00
4,100.00
5,99.01
6,99.01
7,100.00
8,100.00
9,98.06
10,100.00
11,100.00
all,99.67
0,100.00
1,100.00
2,100.00
3,99.01
4,100.00
5,98.00
6,100.00
7,100.00
8,100.00
9,99.00
10,100.00
11,100.00
all,99.50
0,100.00
1,99.01
2,98.00
3,100.00
4,99.00
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,98.04
11,100.00
all,99.33
0,100.00
1,100.00
2,100.00
3,98.02
4,97.00
5,98.99
6,99.00
7,100.00
8,99.01
9,100.00
10,100.00
11,100.00
all,99.67
0,100.00
1,100.00
2,99.01
3,100.00
4,100.00
5,98.00
6,100.00
7,100.00
8,100.00
9,99.01
10,100.00
11,100.00
all,99.42
0,100.00
1,98.04
2,99.00
3,97.03
4,99.01
5,100.00
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.33
0,100.00
1,100.00
2,99.00
3,100.00
4,98.00
5,99.00
6,99.00
7,100.00
8,99.00
9,98.99
10,100.00
11,99.00
all,99.67
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,98.00
6,100.00
7,100.00
8,99.00
9,100.00
10,99.00
11,100.00
all,99.83
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,99.01
6,100.00
7,100.00
8,100.00
9,100.00
10,99.00
11,100.00
all,99.58
0,100.00
1,100.00
2,100.00
3,100.00
4,99.00
5,100.00
6,99.01
7,100.00
8,100.00
9,98.02
10,100.00
11,99.01
all,99.50
0,100.00
1,99.01
2,99.00
3,100.00
4,99.01
5,99.00
6,99.00
7,100.00
8,100.00
9,99.00
10,100.00
11,100.00
all,99.33
0,100.00
1,100.00
2,98.02
3,100.00
4,98.99
5,100.00
6,100.00
7,98.02
8,98.02
9,98.99
10,100.00
11,100.00
all,99.67
0,100.00
1,100.00
2,100.00
3,100.00
4,97.00
5,98.99
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.25
0,100.00
1,99.00
2,100.00
3,97.06
4,99.00
5,98.02
6,100.00
7,100.00
8,100.00
9,99.00
10,100.00
11,99.00
all,99.50
0,100.00
1,100.00
2,100.00
3,100.00
4,98.02
5,100.00
6,99.00
7,99.01
8,100.00
9,98.99
10,99.00
11,100.00
all,99.67
0,99.01
1,100.00
2,100.00
3,100.00
4,99.00
5,100.00
6,100.00
7,100.00
8,100.00
9,98.02
10,100.00
11,100.00
all,99.42
0,100.00
1,99.01
2,100.00
3,99.00
4,98.99
5,99.00
6,100.00
7,100.00
8,100.00
9,99.00
10,99.01
11,99.00
all,99.58
0,100.00
1,99.00
2,100.00
3,97.98
4,99.00
5,99.00
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,100.00
all,99.75
0,100.00
1,100.00
2,100.00
3,100.00
4,100.00
5,98.02
6,100.00
7,100.00
8,100.00
9,100.00
10,100.00
11,99.01
all,99.42
0,100.00
1,99.00
2,100.00
3,98.04
4,99.00
5,98.99
6,100.00
7,100.00
8,100.00
9,98.99
10,99.01
11,100.00
all,99.17
0,100.00
1,100.00
2,100.00
3,98.99
4,99.01
5,99.00
6,100.00
7,99.00
8,99.01
9,98.02
10,98.99
11,98.04
all,99.50
0,100.00
1,99.01
2,100.00
3,99.00
4,100.00
5,99.00
6,98.02
7,100.00
8,100.00
9,99.00
10,100.00
11,100.00
all,99.42
0,100.00
1,99.00
2,99.00
3,98.99
4,99.00
5,98.99
6,100.00
7,99.00
8,100.00
9,99.00
10,100.00
11,100.00
all,99.25
0,100.00
1,100.00
